CELL_A	LONGITUDE_A	LATITUDE_A	CELL_B	LONGITUDE_B	LATITUDE_B
60116	112.576	35.0794	60180	112.581	35.0698
60116	112.576	35.0794	60186	112.58	35.0797
60116	112.576	35.0794	60347	112.574	35.0708
60117	112.683	35.1045	60146	112.66	35.0694
60117	112.683	35.1045	60237	112.708	35.0918
60117	112.683	35.1045	60290	112.676	35.1169
60118	112.481	35.0206	60123	112.447	35.0026
60118	112.481	35.0206	60130	112.529	35.0233
60118	112.481	35.0206	60137	112.525	34.9568
60119	112.75	35.1045	60135	112.752	35.1444
60119	112.75	35.1045	60171	112.737	35.0866
60120	112.393	35.1411	60131	112.414	35.1378
60120	112.393	35.1411	60229	112.396	35.2265
60120	112.393	35.1411	60235	112.303	35.176
60121	112.75	35.1678	60135	112.752	35.1444
60121	112.75	35.1678	60300	112.723	35.1711
60122	112.465	35.1745	60138	112.464	35.1308
60122	112.465	35.1745	60166	112.515	35.1851
60122	112.465	35.1745	60229	112.396	35.2265
60122	112.465	35.1745	60303	112.453	35.1521
60124	112.61	35.0715	60196	112.609	35.0741
60124	112.61	35.0715	60253	112.618	35.0808
60124	112.61	35.0715	60258	112.606	35.0744
60124	112.61	35.0715	60268	112.605	35.0667
60124	112.61	35.0715	60278	112.621	35.0685
60124	112.61	35.0715	60291	112.605	35.0618
60124	112.61	35.0715	60329	112.608	35.0739
60125	112.217	34.9996	60234	112.195	35.0337
60125	112.217	34.9996	60239	112.264	35.0181
60125	112.217	34.9996	60246	112.216	34.9837
60127	112.633	35.0954	60178	112.627	35.1149
60127	112.633	35.0954	60245	112.63	35.0842
60127	112.633	35.0954	60269	112.625	35.089
60128	112.569	35.061	60153	112.566	35.0698
60128	112.569	35.061	60202	112.573	35.0705
60128	112.569	35.061	60226	112.585	35.0619
60128	112.569	35.061	60298	112.57	35.0706
60128	112.569	35.061	60327	112.579	35.0686
60129	112.595	35.1276	60156	112.586	35.1082
60129	112.595	35.1276	60157	112.595	35.1097
60129	112.595	35.1276	60209	112.576	35.1202
60129	112.595	35.1276	60222	112.574	35.1387
60129	112.595	35.1276	60274	112.608	35.1103
60129	112.595	35.1276	60287	112.581	35.1534
60129	112.595	35.1276	60307	112.612	35.1282
60130	112.529	35.0233	60133	112.54	35.0669
60130	112.529	35.0233	60251	112.55	35.0278
60131	112.414	35.1378	60138	112.464	35.1308
60131	112.414	35.1378	60303	112.453	35.1521
60132	112.09	35.1516	60204	112.056	35.1816
60132	112.09	35.1516	60238	112.082	35.1088
60133	112.54	35.0669	60153	112.566	35.0698
60133	112.54	35.0669	60170	112.537	35.0795
60133	112.54	35.0669	60251	112.55	35.0278
60134	112.174	35.1064	60173	112.202	35.093
60134	112.174	35.1064	60181	112.217	35.1143
60134	112.174	35.1064	60224	112.154	35.0876
60135	112.752	35.1444	60308	112.729	35.1346
60136	112.29	35.0791	60140	112.323	35.0921
60136	112.29	35.0791	60162	112.308	35.1211
60136	112.29	35.0791	60175	112.269	35.0817
60138	112.464	35.1308	60144	112.512	35.1457
60138	112.464	35.1308	60154	112.489	35.1146
60138	112.464	35.1308	60303	112.453	35.1521
60139	112.645	35.0161	60151	112.631	35.031
60139	112.645	35.0161	60167	112.664	35.0032
60139	112.645	35.0161	60177	112.634	34.986
60139	112.645	35.0161	60247	112.627	34.9992
60140	112.323	35.0921	60162	112.308	35.1211
60140	112.323	35.0921	60225	112.35	35.0931
60141	112.582	35.0936	60149	112.584	35.0968
60141	112.582	35.0936	60164	112.585	35.0911
60141	112.582	35.0936	60305	112.574	35.0982
60141	112.582	35.0936	60310	112.581	35.0933
60142	112.573	35.0923	60254	112.574	35.0919
60142	112.573	35.0923	60340	112.574	35.09
60142	112.573	35.0923	60342	112.567	35.0919
60143	112.581	35.0926	60164	112.585	35.0911
60143	112.581	35.0926	60188	112.579	35.0913
60143	112.581	35.0926	60192	112.584	35.0859
60143	112.581	35.0926	60310	112.581	35.0933
60143	112.581	35.0926	60335	112.578	35.0908
60144	112.512	35.1457	60154	112.489	35.1146
60144	112.512	35.1457	60211	112.51	35.1133
60144	112.512	35.1457	60212	112.531	35.1334
60144	112.512	35.1457	60304	112.538	35.1656
60145	112.602	35.0945	60195	112.605	35.0961
60145	112.602	35.0945	60219	112.595	35.0956
60145	112.602	35.0945	60265	112.6	35.093
60145	112.602	35.0945	60324	112.607	35.1011
60145	112.602	35.0945	60351	112.602	35.0942
60146	112.66	35.0694	60289	112.662	35.0635
60147	112.541	35.1849	60166	112.515	35.1851
60147	112.541	35.1849	60233	112.58	35.1865
60147	112.541	35.1849	60281	112.59	35.2161
60147	112.541	35.1849	60304	112.538	35.1656
60148	112.521	35.1015	60170	112.537	35.0795
60148	112.521	35.1015	60211	112.51	35.1133
60148	112.521	35.1015	60230	112.539	35.1095
60148	112.521	35.1015	60243	112.501	35.0849
60149	112.584	35.0968	60293	112.585	35.1032
60149	112.584	35.0968	60305	112.574	35.0982
60149	112.584	35.0968	60343	112.589	35.0992
60150	112.703	35.1795	60294	112.703	35.1795
60151	112.631	35.031	60168	112.613	35.021
60151	112.631	35.031	60247	112.627	34.9992
60151	112.631	35.031	60302	112.636	35.0543
60152	112.664	35.1274	60232	112.666	35.1426
60152	112.664	35.1274	60290	112.676	35.1169
60153	112.566	35.0698	60296	112.569	35.0716
60153	112.566	35.0698	60298	112.57	35.0706
60154	112.489	35.1146	60159	112.48	35.0932
60154	112.489	35.1146	60211	112.51	35.1133
60156	112.586	35.1082	60157	112.595	35.1097
60156	112.586	35.1082	60209	112.576	35.1202
60156	112.586	35.1082	60218	112.591	35.1026
60156	112.586	35.1082	60293	112.585	35.1032
60157	112.595	35.1097	60218	112.591	35.1026
60157	112.595	35.1097	60274	112.608	35.1103
60157	112.595	35.1097	60292	112.606	35.1058
60158	112.461	35.0834	60159	112.48	35.0932
60159	112.48	35.0932	60243	112.501	35.0849
60160	112.602	35.0908	60257	112.602	35.0903
60160	112.602	35.0908	60280	112.602	35.0909
60160	112.602	35.0908	60311	112.6	35.0914
60160	112.602	35.0908	60350	112.602	35.0903
60161	112.551	35.1212	60191	112.566	35.1129
60161	112.551	35.1212	60212	112.531	35.1334
60161	112.551	35.1212	60230	112.539	35.1095
60161	112.551	35.1212	60330	112.566	35.1128
60162	112.308	35.1211	60235	112.303	35.176
60163	112.585	35.0911	60164	112.585	35.0911
60163	112.585	35.0911	60192	112.584	35.0859
60164	112.585	35.0911	60192	112.584	35.0859
60164	112.585	35.0911	60310	112.581	35.0933
60165	112.551	35.0957	60230	112.539	35.1095
60165	112.551	35.0957	60255	112.561	35.0937
60165	112.551	35.0957	60331	112.551	35.0956
60166	112.515	35.1851	60229	112.396	35.2265
60166	112.515	35.1851	60281	112.59	35.2161
60166	112.515	35.1851	60304	112.538	35.1656
60167	112.664	35.0032	60177	112.634	34.986
60167	112.664	35.0032	60221	112.686	35.0247
60168	112.613	35.021	60241	112.578	35.0243
60168	112.613	35.021	60247	112.627	34.9992
60168	112.613	35.021	60264	112.595	35.0468
60169	112.601	35.057	60226	112.585	35.0619
60169	112.601	35.057	60264	112.595	35.0468
60169	112.601	35.057	60271	112.59	35.0665
60169	112.601	35.057	60288	112.6	35.0636
60169	112.601	35.057	60291	112.605	35.0618
60169	112.601	35.057	60320	112.599	35.0642
60169	112.601	35.057	60345	112.595	35.0469
60170	112.537	35.0795	60331	112.551	35.0956
60171	112.737	35.0866	60237	112.708	35.0918
60172	112.698	35.0375	60221	112.686	35.0247
60173	112.202	35.093	60181	112.217	35.1143
60173	112.202	35.093	60224	112.154	35.0876
60174	112.361	34.9668	60194	112.394	34.9744
60174	112.361	34.9668	60246	112.216	34.9837
60175	112.269	35.0817	60236	112.258	35.1282
60176	112.591	34.9842	60177	112.634	34.986
60176	112.591	34.9842	60247	112.627	34.9992
60177	112.634	34.986	60247	112.627	34.9992
60178	112.627	35.1149	60274	112.608	35.1103
60178	112.627	35.1149	60307	112.612	35.1282
60179	112.229	35.143	60181	112.217	35.1143
60179	112.229	35.143	60236	112.258	35.1282
60180	112.581	35.0698	60185	112.581	35.0798
60180	112.581	35.0698	60186	112.58	35.0797
60180	112.581	35.0698	60215	112.579	35.0689
60180	112.581	35.0698	60216	112.581	35.0691
60180	112.581	35.0698	60272	112.581	35.0691
60180	112.581	35.0698	60347	112.574	35.0708
60182	112.595	35.0767	60184	112.596	35.0763
60182	112.595	35.0767	60262	112.593	35.0775
60182	112.595	35.0767	60285	112.593	35.0774
60182	112.595	35.0767	60286	112.594	35.0779
60182	112.595	35.0767	60325	112.596	35.0767
60182	112.595	35.0767	60348	112.594	35.073
60183	112.596	35.0763	60184	112.596	35.0763
60183	112.596	35.0763	60277	112.596	35.0711
60183	112.596	35.0763	60283	112.599	35.0771
60183	112.596	35.0763	60284	112.599	35.0769
60183	112.596	35.0763	60325	112.596	35.0767
60183	112.596	35.0763	60337	112.601	35.0733
60183	112.596	35.0763	60348	112.594	35.073
60184	112.596	35.0763	60325	112.596	35.0767
60184	112.596	35.0763	60348	112.594	35.073
60185	112.581	35.0798	60186	112.58	35.0797
60185	112.581	35.0798	60193	112.584	35.0857
60185	112.581	35.0798	60326	112.589	35.0764
60187	112.578	35.0911	60188	112.579	35.0913
60187	112.578	35.0911	60335	112.578	35.0908
60188	112.579	35.0913	60335	112.578	35.0908
60189	112.567	35.0871	60190	112.567	35.0872
60189	112.567	35.0871	60199	112.567	35.0817
60189	112.567	35.0871	60200	112.566	35.0819
60190	112.567	35.0872	60200	112.566	35.0819
60190	112.567	35.0872	60255	112.561	35.0937
60190	112.567	35.0872	60342	112.567	35.0919
60191	112.566	35.1129	60209	112.576	35.1202
60191	112.566	35.1129	60270	112.569	35.1038
60191	112.566	35.1129	60330	112.566	35.1128
60192	112.584	35.0859	60193	112.584	35.0857
60193	112.584	35.0857	60231	112.589	35.0832
60194	112.394	34.9744	60208	112.421	34.9322
60194	112.394	34.9744	60240	112.371	35.0116
60195	112.605	35.0961	60256	112.61	35.0989
60195	112.605	35.0961	60280	112.602	35.0909
60195	112.605	35.0961	60324	112.607	35.1011
60195	112.605	35.0961	60341	112.611	35.0922
60195	112.605	35.0961	60351	112.602	35.0942
60196	112.609	35.0741	60253	112.618	35.0808
60196	112.609	35.0741	60267	112.606	35.0761
60196	112.609	35.0741	60282	112.614	35.0817
60196	112.609	35.0741	60329	112.608	35.0739
60197	112.596	35.0816	60198	112.596	35.0816
60197	112.596	35.0816	60231	112.589	35.0832
60197	112.596	35.0816	60263	112.593	35.0791
60197	112.596	35.0816	60283	112.599	35.0771
60197	112.596	35.0816	60286	112.594	35.0779
60197	112.596	35.0816	60306	112.592	35.0897
60197	112.596	35.0816	60325	112.596	35.0767
60198	112.596	35.0816	60227	112.597	35.0887
60198	112.596	35.0816	60283	112.599	35.0771
60198	112.596	35.0816	60306	112.592	35.0897
60198	112.596	35.0816	60333	112.601	35.0833
60199	112.567	35.0817	60200	112.566	35.0819
60199	112.567	35.0817	60296	112.569	35.0716
60199	112.567	35.0817	60328	112.566	35.0817
60200	112.566	35.0819	60328	112.566	35.0817
60201	112.568	35.0998	60252	112.568	35.099
60201	112.568	35.0998	60255	112.561	35.0937
60201	112.568	35.0998	60270	112.569	35.1038
60201	112.568	35.0998	60344	112.567	35.0969
60202	112.573	35.0705	60298	112.57	35.0706
60202	112.573	35.0705	60327	112.579	35.0686
60202	112.573	35.0705	60339	112.572	35.0711
60202	112.573	35.0705	60347	112.574	35.0708
60203	112.602	35.0836	60228	112.606	35.0821
60204	112.056	35.1816	60205	112.058	35.1022
60205	112.058	35.1022	60206	112.062	35.0684
60205	112.058	35.1022	60238	112.082	35.1088
60206	112.062	35.0684	60220	112.138	35.0371
60206	112.062	35.0684	60246	112.216	34.9837
60207	112.499	35.0556	60243	112.501	35.0849
60209	112.576	35.1202	60222	112.574	35.1387
60210	112.599	35.1768	60233	112.58	35.1865
60210	112.599	35.1768	60281	112.59	35.2161
60210	112.599	35.1768	60287	112.581	35.1534
60210	112.599	35.1768	60307	112.612	35.1282
60212	112.531	35.1334	60230	112.539	35.1095
60213	112.61	35.0873	60228	112.606	35.0821
60213	112.61	35.0873	60282	112.614	35.0817
60213	112.61	35.0873	60341	112.611	35.0922
60213	112.61	35.0873	60350	112.602	35.0903
60214	112.579	35.0686	60215	112.579	35.0689
60214	112.579	35.0686	60216	112.581	35.0691
60214	112.579	35.0686	60226	112.585	35.0619
60214	112.579	35.0686	60327	112.579	35.0686
60215	112.579	35.0689	60216	112.581	35.0691
60215	112.579	35.0689	60327	112.579	35.0686
60215	112.579	35.0689	60347	112.574	35.0708
60216	112.581	35.0691	60226	112.585	35.0619
60216	112.581	35.0691	60272	112.581	35.0691
60217	112.6	35.0701	60268	112.605	35.0667
60217	112.6	35.0701	60275	112.596	35.0696
60217	112.6	35.0701	60277	112.596	35.0711
60217	112.6	35.0701	60315	112.6	35.0683
60217	112.6	35.0701	60319	112.601	35.0661
60218	112.591	35.1026	60219	112.595	35.0956
60218	112.591	35.1026	60292	112.606	35.1058
60218	112.591	35.1026	60293	112.585	35.1032
60218	112.591	35.1026	60343	112.589	35.0992
60219	112.595	35.0956	60250	112.592	35.0935
60219	112.595	35.0956	60265	112.6	35.093
60219	112.595	35.0956	60292	112.606	35.1058
60219	112.595	35.0956	60301	112.595	35.0917
60219	112.595	35.0956	60324	112.607	35.1011
60219	112.595	35.0956	60343	112.589	35.0992
60220	112.138	35.0371	60223	112.164	35.0374
60220	112.138	35.0371	60224	112.154	35.0876
60222	112.574	35.1387	60287	112.581	35.1534
60223	112.164	35.0374	60224	112.154	35.0876
60223	112.164	35.0374	60234	112.195	35.0337
60226	112.585	35.0619	60271	112.59	35.0665
60226	112.585	35.0619	60272	112.581	35.0691
60226	112.585	35.0619	60314	112.588	35.07
60226	112.585	35.0619	60327	112.579	35.0686
60226	112.585	35.0619	60332	112.589	35.0692
60226	112.585	35.0619	60345	112.595	35.0469
60227	112.597	35.0887	60257	112.602	35.0903
60227	112.597	35.0887	60259	112.599	35.0911
60227	112.597	35.0887	60306	112.592	35.0897
60227	112.597	35.0887	60333	112.601	35.0833
60227	112.597	35.0887	60336	112.597	35.0903
60227	112.597	35.0887	60354	112.597	35.0903
60228	112.606	35.0821	60267	112.606	35.0761
60228	112.606	35.0821	60282	112.614	35.0817
60228	112.606	35.0821	60322	112.603	35.0775
60229	112.396	35.2265	60235	112.303	35.176
60229	112.396	35.2265	60242	112.186	35.2466
60229	112.396	35.2265	60281	112.59	35.2161
60231	112.589	35.0832	60263	112.593	35.0791
60231	112.589	35.0832	60306	112.592	35.0897
60232	112.666	35.1426	60244	112.694	35.1449
60233	112.58	35.1865	60281	112.59	35.2161
60239	112.264	35.0181	60246	112.216	34.9837
60241	112.578	35.0243	60251	112.55	35.0278
60242	112.186	35.2466	60281	112.59	35.2161
60244	112.694	35.1449	60294	112.703	35.1795
60245	112.63	35.0842	60253	112.618	35.0808
60245	112.63	35.0842	60269	112.625	35.089
60245	112.63	35.0842	60278	112.621	35.0685
60245	112.63	35.0842	60302	112.636	35.0543
60249	112.592	35.0926	60250	112.592	35.0935
60249	112.592	35.0926	60301	112.595	35.0917
60249	112.592	35.0926	60306	112.592	35.0897
60250	112.592	35.0935	60301	112.595	35.0917
60250	112.592	35.0935	60343	112.589	35.0992
60252	112.568	35.099	60305	112.574	35.0982
60252	112.568	35.099	60312	112.567	35.0961
60252	112.568	35.099	60344	112.567	35.0969
60253	112.618	35.0808	60269	112.625	35.089
60253	112.618	35.0808	60278	112.621	35.0685
60253	112.618	35.0808	60282	112.614	35.0817
60254	112.574	35.0919	60340	112.574	35.09
60255	112.561	35.0937	60312	112.567	35.0961
60255	112.561	35.0937	60342	112.567	35.0919
60255	112.561	35.0937	60344	112.567	35.0969
60255	112.561	35.0937	60349	112.567	35.0944
60256	112.61	35.0989	60324	112.607	35.1011
60256	112.61	35.0989	60341	112.611	35.0922
60257	112.602	35.0903	60259	112.599	35.0911
60257	112.602	35.0903	60311	112.6	35.0914
60257	112.602	35.0903	60350	112.602	35.0903
60258	112.606	35.0744	60267	112.606	35.0761
60258	112.606	35.0744	60268	112.605	35.0667
60258	112.606	35.0744	60329	112.608	35.0739
60258	112.606	35.0744	60337	112.601	35.0733
60259	112.599	35.0911	60265	112.6	35.093
60259	112.599	35.0911	60311	112.6	35.0914
60259	112.599	35.0911	60354	112.597	35.0903
60260	112.592	35.0778	60261	112.591	35.0779
60260	112.592	35.0778	60263	112.593	35.0791
60260	112.592	35.0778	60285	112.593	35.0774
60261	112.591	35.0779	60263	112.593	35.0791
60261	112.591	35.0779	60285	112.593	35.0774
60262	112.593	35.0775	60263	112.593	35.0791
60262	112.593	35.0775	60285	112.593	35.0774
60262	112.593	35.0775	60286	112.594	35.0779
60263	112.593	35.0791	60285	112.593	35.0774
60263	112.593	35.0791	60286	112.594	35.0779
60264	112.595	35.0468	60299	112.595	35.0468
60264	112.595	35.0468	60345	112.595	35.0469
60265	112.6	35.093	60280	112.602	35.0909
60265	112.6	35.093	60301	112.595	35.0917
60265	112.6	35.093	60311	112.6	35.0914
60265	112.6	35.093	60351	112.602	35.0942
60266	112.603	35.0772	60267	112.606	35.0761
60266	112.603	35.0772	60321	112.602	35.0758
60266	112.603	35.0772	60322	112.603	35.0775
60267	112.606	35.0761	60282	112.614	35.0817
60267	112.606	35.0761	60322	112.603	35.0775
60267	112.606	35.0761	60329	112.608	35.0739
60268	112.605	35.0667	60291	112.605	35.0618
60268	112.605	35.0667	60319	112.601	35.0661
60268	112.605	35.0667	60337	112.601	35.0733
60268	112.605	35.0667	60352	112.603	35.0653
60270	112.569	35.1038	60330	112.566	35.1128
60271	112.59	35.0665	60323	112.59	35.0675
60271	112.59	35.0665	60332	112.589	35.0692
60272	112.581	35.0691	60314	112.588	35.07
60273	112.602	35.0752	60313	112.601	35.0764
60273	112.602	35.0752	60321	112.602	35.0758
60273	112.602	35.0752	60337	112.601	35.0733
60274	112.608	35.1103	60292	112.606	35.1058
60274	112.608	35.1103	60307	112.612	35.1282
60275	112.596	35.0696	60276	112.595	35.0688
60275	112.596	35.0696	60277	112.596	35.0711
60275	112.596	35.0696	60315	112.6	35.0683
60275	112.596	35.0696	60316	112.595	35.0706
60276	112.595	35.0688	60279	112.593	35.0685
60276	112.595	35.0688	60315	112.6	35.0683
60276	112.595	35.0688	60316	112.595	35.0706
60276	112.595	35.0688	60317	112.594	35.0692
60276	112.595	35.0688	60320	112.599	35.0642
60277	112.596	35.0711	60316	112.595	35.0706
60277	112.596	35.0711	60337	112.601	35.0733
60277	112.596	35.0711	60348	112.594	35.073
60278	112.621	35.0685	60291	112.605	35.0618
60278	112.621	35.0685	60302	112.636	35.0543
60279	112.593	35.0685	60317	112.594	35.0692
60279	112.593	35.0685	60323	112.59	35.0675
60279	112.593	35.0685	60334	112.592	35.0672
60279	112.593	35.0685	60338	112.593	35.0702
60280	112.602	35.0909	60311	112.6	35.0914
60280	112.602	35.0909	60341	112.611	35.0922
60280	112.602	35.0909	60350	112.602	35.0903
60280	112.602	35.0909	60351	112.602	35.0942
60281	112.59	35.2161	60309	112.644	35.1912
60283	112.599	35.0771	60284	112.599	35.0769
60283	112.599	35.0771	60313	112.601	35.0764
60283	112.599	35.0771	60322	112.603	35.0775
60283	112.599	35.0771	60325	112.596	35.0767
60283	112.599	35.0771	60333	112.601	35.0833
60284	112.599	35.0769	60313	112.601	35.0764
60284	112.599	35.0769	60337	112.601	35.0733
60285	112.593	35.0774	60348	112.594	35.073
60286	112.594	35.0779	60325	112.596	35.0767
60287	112.581	35.1534	60307	112.612	35.1282
60288	112.6	35.0636	60291	112.605	35.0618
60288	112.6	35.0636	60318	112.601	35.0653
60288	112.6	35.0636	60320	112.599	35.0642
60288	112.6	35.0636	60352	112.603	35.0653
60289	112.662	35.0635	60302	112.636	35.0543
60291	112.605	35.0618	60352	112.603	35.0653
60292	112.606	35.1058	60324	112.607	35.1011
60295	112.65	35.1856	60309	112.644	35.1912
60296	112.569	35.0716	60297	112.569	35.0716
60296	112.569	35.0716	60298	112.57	35.0706
60296	112.569	35.0716	60328	112.566	35.0817
60297	112.569	35.0716	60298	112.57	35.0706
60297	112.569	35.0716	60346	112.569	35.0714
60298	112.57	35.0706	60339	112.572	35.0711
60298	112.57	35.0706	60346	112.569	35.0714
60299	112.595	35.0468	60345	112.595	35.0469
60301	112.595	35.0917	60306	112.592	35.0897
60301	112.595	35.0917	60336	112.597	35.0903
60306	112.592	35.0897	60336	112.597	35.0903
60312	112.567	35.0961	60344	112.567	35.0969
60312	112.567	35.0961	60349	112.567	35.0944
60313	112.601	35.0764	60322	112.603	35.0775
60313	112.601	35.0764	60337	112.601	35.0733
60314	112.588	35.07	60332	112.589	35.0692
60314	112.588	35.07	60338	112.593	35.0702
60315	112.6	35.0683	60318	112.601	35.0653
60315	112.6	35.0683	60319	112.601	35.0661
60315	112.6	35.0683	60320	112.599	35.0642
60316	112.595	35.0706	60317	112.594	35.0692
60316	112.595	35.0706	60338	112.593	35.0702
60316	112.595	35.0706	60348	112.594	35.073
60317	112.594	35.0692	60338	112.593	35.0702
60318	112.601	35.0653	60319	112.601	35.0661
60318	112.601	35.0653	60320	112.599	35.0642
60318	112.601	35.0653	60352	112.603	35.0653
60319	112.601	35.0661	60352	112.603	35.0653
60322	112.603	35.0775	60333	112.601	35.0833
60322	112.603	35.0775	60353	112.601	35.0833
60323	112.59	35.0675	60332	112.589	35.0692
60323	112.59	35.0675	60334	112.592	35.0672
60323	112.59	35.0675	60338	112.593	35.0702
60327	112.579	35.0686	60347	112.574	35.0708
60332	112.589	35.0692	60338	112.593	35.0702
60333	112.601	35.0833	60353	112.601	35.0833
60335	112.578	35.0908	60340	112.574	35.09
60336	112.597	35.0903	60354	112.597	35.0903
60338	112.593	35.0702	60348	112.594	35.073
60339	112.572	35.0711	60346	112.569	35.0714
60339	112.572	35.0711	60347	112.574	35.0708
60341	112.611	35.0922	60350	112.602	35.0903
